county,hospital_name,transit_options,num_transit_options
San Bernardino,San Gorgonio Memorial Hospital,"['San Gorgonio Memorial Hospital', 'Sun Lakes Village', '8th Street and Highland Springs Avenue', 'Beaver Medical Group', '6th Street @ Food4Less (Eastbound)', '8th street and Allegheny street', 'Atwell', 'Highland Springs and 2nd Street (Game Stop)', 'Beaumont Swap Meet Route 2', 'Xenia Avenue @ Noble Creek Apartments', '6th Street and Xenia Avenue (Westbound)', 'Xenia Avenue and Carnation Lane (Sundance Elementary)', 'Xenia Avenue and Starlight Avenue (Southbound)']",13
San Bernardino,Parkview Community Hospital Medical Center,"['Magnolia FS Jackson', 'Magnolia FS Donald', 'Magnolia FS Overland', 'California FS Jackson', 'Magnolia FS Jackson', 'Magnolia FS Jackson', 'Magnolia FS Donald', 'Magnolia FS Donald', 'Magnolia FS Overland', 'Magnolia FS Overland', 'California FS Jackson', 'California NS Wheeler', 'California FS Goodman', 'California FS Jackson', 'California NS Overland', 'California NS Lido', 'California FS Kingsbury', 'California FS Kingsbury', 'Magnolia NS McKenzie', 'Magnolia FS Monroe']",20
San Bernardino,Hospital,"['San Bernardino at Pepper', 'Arrowhead Medical Center Nb Fs', 'Arrowhead Regional Medical Center', 'San Bernardino @ Pepper Eb Fs', 'Olive @ Meridian Eb Fs', 'San Bernardino @ Pepper Wb Fs', 'Meridian @ Valley Sb Ns', 'San Bernardino @ Pepper Eb Ns', 'Valley @ Rexford Nb Fs', 'Valley @ Meridian Wb Ns', 'Valley @ Eucalyptus Eb Ns', 'San Bernardino @ Eucalyptus Wb Fs', 'Valley @ Hermosa Eb Lat', 'Olive At Cypress', 'Valley @ Cypress Wb Fs', 'Olive @ Cypress Wb Fs', 'Olive @ Cypress Eb Ns']",17
San Bernardino,Victor Valley Global Medical,"['11th St SB & Verde St (VV Hospital)', '11th St NB & Verde St FS', '11th St SB & B St', 'Hesperia Rd NB & Verde St NS', 'Hesperia Rd SB & Verde St FS', 'Hesperia Rd NB & Forrest Ave', 'Hesperia Rd SB & Forrest Ave', 'B St SE & 11th St', 'B St NW & 11th St FS', '7th St & Mojave Dr', '7th St SB & Union St', '7th St NB & Center St NS', '7th St SB & Westside Rd', '7th St NB & Mojave Dr', '7th St NB & Forrest Ave FS', 'S Mojave Dr NB & Joshua St FS', 'S Mojave Dr SB & Lacy St', '7th St SB & Mojave Dr', '6th St NB & Lincoln St', '6th St SB & Lincoln St']",20
San Bernardino,Temecula Valley Hospital,"['Temecula Pkwy FS County Glen Way', 'Redhawk Pkwy NS Via Rio Temecula', 'Redhawk Parkway NS Wolf Store Rd']",3
San Bernardino,Kindred Hospital Rancho,"['Red Oak @ Aspen Sb Fs', 'Aspen @ Red Oak Wb Fs', 'Foothill @ Spruce Eb Fs', 'Red Oak @ Civic Center Nb Fs', 'Foothill @ Spruce Wb Fs', 'Aspen @ Laurel Nb Ns', 'Aspen @ Laurel Sb Fs', 'Foothill @ Aspen Eb Fs', 'Red Oak @ Arrow Nb Fs', 'Foothill @ Elm Wb Fs', 'Arrow @ Red Oak Wb Fs', 'Foothill @ Elm Eb Fs', 'Foothill @ Aspen Wb Fs', 'Foothill @ Haven Eb Fs', 'Foothill @ Milliken Wb Fs', 'Milliken @ Foothill Sb Fs', 'Haven @ Civic Center Sb Fs', 'Haven @ Foothill Sb Fs', 'Haven @ Foothill Nb Fs', 'Milliken @ Foothill Nb Fs']",20
San Bernardino,Medical Center Convalescent Hospital,"['Gilbert @ Parkside Eb Fs', 'Gilbert @ Crestview Wb Ns', 'Gilbert @ Valencia Eb Ns', 'Waterman @ Gilbert Sb Fs', 'Waterman @ Wabash Nb Fs', 'Gilbert @ Windsor Wb Lt', 'Baseline @ Pepper Tree Wb Fs', 'Waterman @ Baseline Sb Ns', 'Waterman @ Baseline Nb Fs', 'Baseline @ Crestview Eb Fs', 'Baseline @ Waterman Wb Fs', 'Gilbert @ Cedar Eb Ns', 'Baseline @ Windsor Wb Ns', 'Baseline @ Bobbett Eb Ns', 'Baseline @ Sepulveda Eb Fs', '21st @ Kenwood Eb Ns', 'Waterman @ Olive Nb Fs', '21st @ Kenwood Wb Fs', 'Sierra Way @ 16th Sb Fs', 'Sierra Way @ 16th Nb Fs']",20
Yuba,Sutter Surgical Hospital North Valley,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Plumas St at Town Square', 'Plumas St & B St', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur Ave. and Garden Hwy.', 'Wilbur Ave & Garden Hwy', 'Wilbur Ave & Garden Hwy', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Plumas & Church St', 'Forbes Ave & Almond St']",20
Yuba,Adventist Health and Rideout,"['H Street and 7th Street', '3rd St at Rideout Hosp', '3rd & F St Rideout Hosp', 'H & 4th St', 'F & Second St (Buttes Manor)', 'D & 2nd', 'H & 7th St', 'H & 7th St', 'B Street and 3rd Street', 'B St & 3rd St', 'B Street and 6th Street', 'B St & 3rd St', ""Gov't Center I St & 9th St"", 'Marysville Amtrak Station', 'B & 6th St', 'B & 6th St', 'B & 8th St Caltrans', 'B & 9th St', 'H & 11th St', 'H Street and 11th Street']",20
Yuba,Adventist Health and Rideout: Emergency Room,"['H Street and 7th Street', '3rd St at Rideout Hosp', 'H & 4th St', '3rd & F St Rideout Hosp', 'F & Second St (Buttes Manor)', 'H & 7th St', 'H & 7th St', 'D & 2nd', ""Gov't Center I St & 9th St"", 'Marysville Amtrak Station', 'B Street and 3rd Street', 'B St & 3rd St', 'B St & 3rd St', 'B Street and 6th Street', 'B & 6th St', 'B & 6th St', 'B & 8th St Caltrans', 'H & 11th St', 'H Street and 11th Street', 'H & 11th St']",20
Yuba,Sierra Nevada Memorial Hospital,"['SNM Building #1 Hospital', 'SNM Building #3 Hospital', 'E Main St at Main St Professional Ctr', 'E Main St at Professional Bldg', 'Dorsey Dr At Catherine', 'SNM Building #4 Hospital', 'Dorsey Dr at Segsworth Way', 'E Main St at The Fairway Bldg', 'Granite Wellness', 'Hughes Rd at Sierra Cinemas', 'Sierra College Dr at Chapa De Clinic', 'Dorsey Dr across from Springhill Gardens Apts', 'Joerschke Dr at Valley Commons', 'Dorsey Dr at Springhill Gardens Apts', 'E Main St at E Berryhill Dr', 'Sierra College Dr at Litton Trail', 'Rockwood Dr at Hughes Rd', 'E Main St at W Berryhill Dr', 'Sierra College Dr at Fire Dept Sta 2', 'Dorsey Dr at Grass Valley Terrace Apts']",20
Yuba,Sutter Urgent Care - Yuba City,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St & B St', 'Plumas St at Town Square', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Plumas & Bridge St', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Plumas & Bridge St', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Forbes Ave & Almond St', 'Plumas & Church St', 'Plumas & Church St', 'Forbes Ave & Orange St', 'Wilbur Ave. and Garden Hwy.']",20
Yuba,Sutter Feather Down Family Practice (Yuba City): Sutter Medical Foundation,"['Stabler Ln. and Starr Drive', ""Walton Terminal Sam's Club"", 'Stabler Ln & Starr Dr DMV', 'Stabler Ln & Starr Dr DMV', 'Stabler Ln & Butte House', 'Butte House & Stabler Ln (Rite Aid)', 'Butte House & El Dorado Ln', 'Butte House & Civic Center', ""Walton Ave & Sam's Club Entrance (NB)"", ""Walton Ave at Sam's Club"", ""Walton Ave at Sam's Club"", 'Butte House & Tharp Rd', 'Lassen Blvd & Walton Ave', 'Lassen Blvd & Tharp Rd', 'Butte House & Target Entrance', 'Butte House & Mall', 'Harter Pkwy & Walmart']",17
Yuba,Yuba County Health & Human Services,"['Arboga Road and Grand Avenue', 'Peach Tree Clinic', 'Arboga Rd & Grand Ave', 'Arboga Rd & Grand Ave', '5585 Arboga Rd', '5594 Arboga Rd', 'Arboga Road and Jay', 'Arboga Rd & Jay St', 'Arboga Rd & Jay St', 'Arboga & Pasado Rd', 'Arboga Road and Pasado Road', 'N Beale Rd & Walmart South', 'Arboga & Pasado Rd', 'Pasado Road and Arboga Road', 'N Beale Rd & Walmart North', 'Grand Avenue and Alicia Avenue', 'Pasado & Arboga Rd', 'Pasado & Arboga Rd', 'Grand & Alicia Ave', 'Grand & Alicia Ave']",20
Yuba,Urgent Care: Adventist Health Physicians Network,"['Bogue Rd & Garden Hwy', 'Garden & River Oaks Dr', 'Bogue Rd & South Park Dr', 'Bogue Rd & Railroad Ave', 'Garden Hwy & Teesdale Rd']",5
Yuba,Orchard Hospital,"['Spruce & SR 99', 'Spruce & SR 99', 'Heritage Oaks Mall', 'Heritage Oaks Mall', 'Spruce St & Kentucky', 'Spruce St & Kentucky']",6
Yuba,Sutter North Medical Group,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St & B St', 'Plumas St at Town Square', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Plumas & Church St', 'Plumas & Church St', 'Wilbur Ave. and Garden Hwy.', 'Wilbur Ave & Garden Hwy']",20
Yuba,Sutter Roseville Medical Center,"['N Sunrise Ave & E Roseville Pkwy (NB)', 'E Roseville Pkwy & N Sunrise Ave (WB)', 'N Sunrise Ave & E Roseville Pkwy (SB)', 'Roseville Pkwy & Taylor Rd (WB)']",4
Yuba,Sutter North Medical Group,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St at Town Square', 'Plumas St & B St', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Forbes Ave & Almond St', 'Plumas & Church St', 'Plumas & Church St', 'Wilbur Ave. and Garden Hwy.', 'Wilbur Ave & Garden Hwy']",20
Yuba,North Valley Behavioral Health,"['Queens Ave. and Live Oak Blvd. (Brundy Ct.)', 'Plumas St. and Alemar Way', 'Yuba-Sutter Behavioral Health', 'Queens Ave. & Live Oak Blvd. (Brundy Ct.)', 'Plumas Ave & Alemar Wy', 'Plumas Ave & Alemar Wy', 'Queens Ave & Live Oak Blvd', 'Plumas St. and Sutter Estates (south ent.)', 'Plumas St. & Sutter Estates (south ent.)', 'Plumas St. & Sutter Estates (south ent.)', 'Northgate Dr. and Live Oak Blvd.', 'Northgate Dr & Live Oak Bl', 'Northgate Dr & Live Oak Bl', 'Plumas St & Ainsley Ave', 'Washington & Clark Ave', 'Plumas St. and Ainsley Ave.', 'Plumas St & Ainsley Ave', 'Northgate Dr & Clark Ave', 'Northgate Dr. and Clark Ave.', 'Northgate Dr & Clark Ave']",20
Yuba,Sutter Auburn Faith Hospital,"['Education St & Professional Dr', 'Sapphire Dr & Garnet Way', 'Professional Dr at Fortune Ct', 'Hwy 49 at Quartz Dr', 'Galena Dr & Quartz Dr', 'Target', '1st St & C Ave (DeWitt)', 'Bell Rd & County Center Dr', 'Plaza Dr & Plaza Way', 'Plaza Dr & Plaza Way', 'Hwy 49 & Dry Creek Rd (RCMHP)', 'F Ave & 1st St (DeWitt)', 'Richardson Dr & B Ave', 'Chana Park']",14
Yuba,Oroville Hospital,"['Oroville Hospital', 'Olive Hwy & Fay Way', 'Washington Ave & Oro Dam Blvd', 'Olive Hwy & Oroville Medical Center', 'Olive Hwy & Fay Way', 'Olive Hwy & Fay Way', 'Canyon Highlands Dr & Oro Quincy Hwy', 'Washington Ave & Oro Dam Blvd', 'Washington Ave & Oro Dam Blvd', 'Mitchell Ave & Washington Ave', 'Bridge St & Mitchell Ave', 'Transit Center Mitchell & Spencer', 'Lower Wyandotte Rd at Southside Community Ctr', 'Oro Dam Blvd & Myers St', 'Canyon Highlands Dr & Argonaut Ave', 'Washington Ave & Yard St', 'Yard St & Bridge St', 'Myers St & Wilcox Ave', 'Myers St & Wilcox St', 'Olive Hwy & Foothill Blvd']",20
Yuba,470 Plumas Care Center,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St & B St', 'Plumas St at Town Square', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave. and Almond St.', 'Plumas St. and Church St.', 'Forbes Ave & Almond St', 'Forbes Ave & Almond St', 'Plumas & Church St', 'Plumas & Church St', 'Wilbur Ave. and Garden Hwy.', 'Forbes Ave & Orange St']",20
Yuba,Gastroenterology: Sutter Procedure Center (Yuba City): Sutter Medical Foundation,"['C Street and Wilbur Avenue', 'Plumas St. and Bridge St.', 'Plumas St & B St', 'Plumas St at Town Square', 'C St & Wilbur Ave', 'C St & Wilbur Ave', 'Plumas & Bridge St', 'Plumas & Bridge St', 'Forbes Ave. and Almond St.', 'Wilbur & Franklin Ave', 'Wilbur & Franklin Ave', 'Wilbur Ave & YC Charter', 'Wilbur Ave at Fairview MHP', 'Forbes Ave & Almond St', 'Plumas St. and Church St.', 'Forbes Ave & Almond St', 'Plumas & Church St', 'Plumas & Church St', 'Forbes Ave & Orange St', 'Forbes Ave. and Orange St.']",20
Yuba,Plumas District Hospital,"['1065 Bucks Lake Rd (Hosp./Clinic)', '332 Crescent St (FRC Fitness Center)']",2
Yuba,Roseville Medical Center,"['Rocky Ridge Dr & Lead Hill Blvd (SB)', 'Douglas Blvd & Rocky Ridge Dr (EB)', 'Eureka Rd & Douglas Blvd (SB)', 'Douglas Blvd & Rocky Ridge Dr (WB)', 'Douglas Blvd & Eureka Rd (WB)', 'Lead Hill Blvd & Rocky Ridge Dr (EB)', 'Douglas Blvd & Eureka Rd (EB)', 'Douglas Blvd & Strauch Dr (EB)', 'Rocky Ridge Dr & Hackamore Dr (SB)', 'Rocky Ridge Dr & Hackamore Dr (NB)', 'Sierra Gardens Dr & Douglas Blvd (NB)', 'Lead Hill Blvd & E Roseville Pkwy (WB)', 'Lead Hill Blvd & N Sunrise Ave (EB)', 'Douglas Blvd & Santa Clara Dr (EB)', 'Sierra Gardens Dr & Santa Clara Dr (WB)', 'Douglas Blvd & Santa Clara Dr (WB)', 'N Sunrise Ave & Automall Dr (NB)']",17
Yuba,Ampla Health Yuba City Medical (telehealth only),"['Plumas St. and Ainsley Ave.', 'Plumas St. and Sutter Estates (south ent.)', 'Plumas St & Ainsley Ave', 'Plumas St & Fremont Hospital', 'Plumas St & Ainsley Ave', 'Plumas St & Fremont Hospital (front door)', 'Alturas & Shasta St.', 'Plumas St. & Sutter Estates (south ent.)', 'Plumas St. & Sutter Estates (south ent.)', 'Plumas St. and Church St.', 'Plumas & Church St', 'Plumas St. and Alemar Way', 'Plumas & Church St', 'Plumas Ave & Alemar Wy', 'Plumas Ave & Alemar Wy', 'Forbes Ave. and Almond St.', 'Forbes Ave & Almond St', 'Forbes Ave & Almond St', 'Queens Ave & Live Oak Blvd', 'Queens Ave. and Live Oak Blvd. (Brundy Ct.)']",20
Merced,Dignity Health Hospital - Mercy Medical Center,"['Mercy Medical Center', 'G St and Mercy Ave', 'Mansionette @ Kingfisher', 'G St @ University/Tri College Center', 'Mercy Ave @ Paulson Rd (westbound)', 'Mansionette @ Redwing/St Patricks Temporary stop', 'UC Merced Parking Lot (Merced College)', 'Yosemite Ave @ G st (eastbound)', 'Yosemite Av @ Steamboat', 'Yosemite Ave @ Cordova Ave (eastbound)', 'G St @ Yosemite (southbound)']",11
Merced,Mercy Medical Pavilion,"['Mercy Medical Center', 'G St and Mercy Ave', 'Mansionette @ Kingfisher', 'G St @ University/Tri College Center', 'Mansionette @ Redwing/St Patricks Temporary stop', 'Mercy Ave @ Paulson Rd (westbound)', 'Yosemite Ave @ G st (eastbound)', 'UC Merced Parking Lot (Merced College)', 'Yosemite Av @ Steamboat', 'Yosemite Ave @ Cordova Ave (eastbound)', 'G St @ Yosemite (southbound)', 'G St @ Donna (northbound)', 'Yosemite Av @ Paulson (eastbound)']",13
Merced,Rascal Creek Medical Center,"['Loughborough Dr @ M St', 'Loughborough Dr & M St', 'Loughborough Dr @ M St', 'M St @ Villages Apts (southbound)', 'M St @ Village Apts (northbound)', 'M St @ Fairfield', 'M St @ Fairfield/Hylond', 'Loughborough @ Laurel Glen Apts (eastbound)', 'Loughborough Dr @ Laurel Glen Apts (westbound)', 'Social Security Office (southbound)', 'M St @ Social Security Office (northbound)', 'Merced Mall / Target', 'M St @ Donna (northbound)', 'M St @ Donna (southbound)', 'R St @ Olive/Sears (northbound)', 'R St @ Buena Vista/Black Rascal Bike Path', 'Loughborough @ Village Meadow Apts (westbound)', 'R St @ Olive/Sears (southbound)', 'G St @ Columbia (southbound)', 'G St @ Columbia Ave (northbound)']",20
Merced,Golden Velly Health Center,"['Merced', 'M St @ Main (southbound)', 'K St @ 18th/ MCAG (southbound)', 'K St @ 18th/ MCAG (northbound)', 'M St @ 19th (northbound)', '18th St @ N St (eastbound)', 'Merced Transpo', 'K St @ 21st (southbound)', 'K St @ 21st (northbound)', 'Merced Bus Station', 'Merced Bus Stop', 'Merced', 'Merced Transpo (inside)', 'M St @ 22nd/Merced County Offices (southbound)', 'O St @ 15th (northbound)', 'O St @ 15th (southbound)', '18th @ P St (eastbound)', '18th @ P St (westbound)', 'W 15th @ P St', 'K St @ 23rd']",20
Merced,NICU Childrens Hospital,"['Mercy Medical Center', 'G St and Mercy Ave', 'Mansionette @ Kingfisher', 'G St @ University/Tri College Center', 'Mercy Ave @ Paulson Rd (westbound)', 'Mansionette @ Redwing/St Patricks Temporary stop', 'UC Merced Parking Lot (Merced College)', 'Yosemite Ave @ G st (eastbound)', 'Yosemite Av @ Steamboat', 'Yosemite Ave @ Cordova Ave (eastbound)', 'G St @ Yosemite (southbound)']",11
Sierra,Sierra Nevada Memorial Hospital,"['SNM Building #1 Hospital', 'SNM Building #3 Hospital', 'E Main St at Main St Professional Ctr', 'E Main St at Professional Bldg', 'Dorsey Dr At Catherine', 'SNM Building #4 Hospital', 'Dorsey Dr at Segsworth Way', 'E Main St at The Fairway Bldg', 'Granite Wellness', 'Hughes Rd at Sierra Cinemas', 'Sierra College Dr at Chapa De Clinic', 'Dorsey Dr across from Springhill Gardens Apts', 'Joerschke Dr at Valley Commons', 'Dorsey Dr at Springhill Gardens Apts', 'E Main St at E Berryhill Dr', 'Sierra College Dr at Litton Trail', 'Rockwood Dr at Hughes Rd', 'E Main St at W Berryhill Dr', 'Sierra College Dr at Fire Dept Sta 2', 'Dorsey Dr at Grass Valley Terrace Apts']",20
Sierra,Sierra View Medical Center,"['Porterville Transit Center', 'Putnam and G St.', 'Sierra View Medical Center', 'Sierra View Medical Center', 'Olive Ave. and Jaye St.', 'Olive Ave. and Villa St.', 'Putnam and Cottage', 'Olive Ave & Kessing St', 'Putnam and G St.', 'Morton Ave. and Cottage', 'Morton Ave. and Pearson Dr.', 'Olive Ave. and H St.', 'Morton Ave. and Carmelita', 'Morton Ave. and Kessing', 'Bartlett Middle School', 'Olive Ave. and Cottage', 'Morton Ave. and Cottage', 'Morton Ave. and El Granito', 'F St. and Olive Ave.', 'N. Indiana and W. Thurman Ave.']",20
Sierra,Sierra Medical Center,"['Sierra Center Parkway and Maestro Drive', 'Sierra Center Parkway at Intuit Entrance', 'Sierra Center/Maestro', 'Sierra Center Parkway at Sierra Town Center', 'Sierra Center Parkway and Maestro Drive']",5
Sierra,Mammoth Hospital,"['Shilo Inn', 'Stop 11-OMR / Gateway Ctr', 'Stop 12-Main St. / Laurel Mt. Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 27 - Sierra Park Rd / Tavern Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Mammoth Lakes', 'Stop 108 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Stop 107 - Tavern Rd / Old Mammoth Rd (Park & Ride)', 'Mammoth Lakes Park & Ride', 'Stop 10 - Old Mammoth Rd / Sierra Nevada Rd', 'Stop 26 - Sierra Park Rd / Meridian Blvd', 'Stop 27A - Sierra Park Rd / Hwy 203', 'Stop 11 - Old Mammoth Rd / Main St', 'Mammoth Lakes CA', 'Stop 28 - Hwy 203 / Mammoth Mountain RV Park', 'Stop 32 - Meridian Blvd / Old Mammoth Rd (East)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 9 - Old Mammoth Rd / Meridian Blvd (North)', 'Stop 29 - Mammoth Lakes Welcome Center']",20
Sierra,Northern Nevada Medical Center,"['Northern Nevada Med Center', 'Northern Nevada Medical Center', ""E Prater Way and Pete's Way"", 'E Prater Way and Dolce Drive', 'E Prater Way and Vista Boulevard', 'E Prater Way and Vista Boulevard', 'E Prater Way and Feeder Street', 'Prater/Feeder', 'E Prater Way and Feeder Street']",9
Sierra,Tahoe Forest Hospital,"['Donner Pass Rd at Tahoe Forest Medical Offices', 'Donner Pass Rd at Tahoe Forest Cancer Center', 'Truckee – Pine Ave', 'Truckee – Pine Ave', 'Donner Pass Rd at Gateway Center (Safeway Bus Shelter)', 'Truckee – Safeway', 'Donner Pass Rd at Grocery Outlet/Vista Ave', 'Truckee – Safeway', 'Hwy 89 at Bank of America (old CHP office)', 'Highway 89 South Between DMV and Freeway', 'Donner Pass Rd at ACE Mountain Hardware', 'Donner Pass Rd at Donner Plaza', 'Hwy 89 at College Trail', 'Hwy 89 at Deerfield Dr (Crossroad Driveway)', 'Truckee – Meadow Way', 'Truckee – Meadow Way', 'Deerfield Dr at Crossroads Center (Post Office)', 'Hwy 89 West River Mousehole']",18
Sierra,Ridgecrest Regional Hospital,"['Ridgecrest Hospital', 'Ridgecrest Hospital / China Lake Blvd. (760758)', 'K-Mart/China Lake Blvd. (AutoZone) (760802)', 'Taco Bell', 'Walgreens', '900 Heritage', 'Big Lots', 'Norma / Howell', 'Pony Expresso']",9
Sierra,VA Sierra Nevada Health Care System,"['Kirman Avenue at VA Medical Center', 'Locust Street and Crampton Street', 'Kirman Avenue and Cheney Street', 'Locust Street and Wonder Street', 'Kirman Avenue and Vassar Street', 'Locust Street and Roberts Street', 'Locust Street and Capitol Hill Avenue', 'Kirman Avenue and Moran Street', 'Kirman Avenue and Capitol Hill Avenue', 'Center Street', 'Locust Street and Stewart Street', 'S Virginia Street and W Arroyo Street', 'S Virginia Street and E Taylor Street', 'S Virginia Street and W Arroyo Street', 'La Rue Avenue Station', 'Kirman Avenue and Curti Drive', 'Kietzke Lane and E Taylor Street', 'Ryland Street and Locust Street', 'Kietzke Lane and Miami Way', 'Locust Street and Colorado River Boulevard']",20
Sierra,Plumas District Hospital,"['1065 Bucks Lake Rd (Hosp./Clinic)', '332 Crescent St (FRC Fitness Center)']",2
Sierra,Saint Mary's Regional Medical Center,"['Reno', 'W 4th St/Arlington Ave', 'W 4th St/Ralston', 'N Sierra Street and Elm Street', 'W 5th Street and N Arlington Avenue', 'W 5th Street and N Arlington Avenue', 'N Virginia Street and E 7th Street', 'North Virginia Street and 5th Street', 'Reno Downtown (W 5th St)', 'W 8th Street and N Virginia Street', 'W 4th Street and N Arlington Avenue', 'Reno Silver Legacy Casino NV', '9th Street Station', 'North Virginia Street and 5th Street', 'W 5th Street and Ralston Street', 'W 4th Street and West Street', 'N Center Street and E 7th Street', 'W 4th Street and N Arlington Avenue', 'N Arlington Avenue and W 4th Street', '9th Street Station']",20
